epoch,GPU_0_out_attention_loss,GPU_0_out_attention_precision,GPU_0_out_attention_recall,GPU_0_out_columns_categorical_accuracy,GPU_0_out_columns_loss,GPU_1_out_attention_loss,GPU_1_out_attention_precision,GPU_1_out_attention_recall,GPU_1_out_columns_categorical_accuracy,GPU_1_out_columns_loss,loss,val_GPU_0_out_attention_loss,val_GPU_0_out_attention_precision,val_GPU_0_out_attention_recall,val_GPU_0_out_columns_categorical_accuracy,val_GPU_0_out_columns_loss,val_GPU_1_out_attention_loss,val_GPU_1_out_attention_precision,val_GPU_1_out_attention_recall,val_GPU_1_out_columns_categorical_accuracy,val_GPU_1_out_columns_loss,val_loss
10,0.6732747554779053,0.8714101910591125,0.7066575884819031,0.7805633544921875,0.3871121108531952,0.6123424768447876,0.8700714111328125,0.7033054828643799,0.78029465675354,0.35582470893859863,1.068542242050171,0.776115894317627,0.8716440200805664,0.7314817309379578,0.7927422523498535,0.3776676654815674,0.6642833948135376,0.8633311986923218,0.72503662109375,0.779155433177948,0.35269495844841003,1.156385064125061
11,0.6629031300544739,0.872006893157959,0.7099049091339111,0.7823684811592102,0.3821696639060974,0.5983505249023438,0.872594952583313,0.7110335826873779,0.7833719849586487,0.34851107001304626,1.049025297164917,0.7631776928901672,0.860988438129425,0.7163124084472656,0.7919141054153442,0.3735217750072479,0.6024743318557739,0.8642556071281433,0.7232695817947388,0.7784903645515442,0.32596954703330994,1.0991886854171753
12,0.6567630767822266,0.8731069564819336,0.7122888565063477,0.7821767330169678,0.3791397213935852,0.5948832035064697,0.8720478415489197,0.7108173370361328,0.7827158570289612,0.3466859757900238,1.0413209199905396,0.7913137078285217,0.8635432124137878,0.7392570376396179,0.7877006530761719,0.3971005082130432,0.6384672522544861,0.8698635101318359,0.7457180619239807,0.7931100726127625,0.33471789956092834,1.150596261024475
13,0.6547029614448547,0.8733887672424316,0.7146570086479187,0.783794641494751,0.3764210045337677,0.5829285979270935,0.8744585514068604,0.7171285152435303,0.7839972376823425,0.3416927456855774,1.0298246145248413,0.7698431611061096,0.8567444086074829,0.7293707132339478,0.7876042127609253,0.38705915212631226,0.6109260320663452,0.8592604994773865,0.734268307685852,0.7883192896842957,0.3330533802509308,1.1165066957473755
14,0.6404707431793213,0.8747849464416504,0.7192683815956116,0.7849872708320618,0.3718360364437103,0.5856930613517761,0.8742110133171082,0.7179323434829712,0.7835254669189453,0.3410298228263855,1.020845651626587,0.7463411092758179,0.8667673468589783,0.7491254806518555,0.7893227338790894,0.3758663535118103,0.5993136763572693,0.8701568841934204,0.7554388642311096,0.7911410331726074,0.324321985244751,1.0874687433242798
15,0.6426993608474731,0.8741860389709473,0.7182726263999939,0.7847434282302856,0.372040331363678,0.5785855650901794,0.8754440546035767,0.7207949757575989,0.7853000164031982,0.33875489234924316,1.0170906782150269,0.763850212097168,0.8680685758590698,0.747739315032959,0.7868878245353699,0.38982540369033813,0.6152324080467224,0.8644501566886902,0.7413356304168701,0.7879237532615662,0.3331521451473236,1.1166414022445679
16,0.6368871331214905,0.8753189444541931,0.7216558456420898,0.7848286628723145,0.3694230318069458,0.5673169493675232,0.8761254549026489,0.7243327498435974,0.7860605120658875,0.3341379463672638,1.0039479732513428,0.7714974880218506,0.8691475987434387,0.7463882565498352,0.7836735844612122,0.39131268858909607,0.6114073991775513,0.8681051731109619,0.7482531666755676,0.7864288091659546,0.32974833250045776,1.1181658506393433
0,0.7157000303268433,0.8705265522003174,0.6961312294006348,0.7745817303657532,0.4138832986354828,0.6421723961830139,0.8694846630096436,0.6943397521972656,0.7742011547088623,0.37594565749168396,1.2442615032196045,0.7840893864631653,0.8609474897384644,0.7373430728912354,0.7917284369468689,0.3935191333293915,0.6307349801063538,0.8644595146179199,0.7413176894187927,0.7886126637458801,0.34272828698158264,1.2791082859039307
1,0.6635196805000305,0.8737210631370544,0.7125152349472046,0.7796946167945862,0.3897921144962311,0.598709225654602,0.8735544085502625,0.7136470079421997,0.7807386517524719,0.3563985824584961,1.1590213775634766,0.762177050113678,0.8723309636116028,0.7460587620735168,0.7792544960975647,0.3857420086860657,0.6325114965438843,0.863361120223999,0.732853889465332,0.777140736579895,0.3414725959300995,1.261192798614502
0,0.646785318851471,0.8755567669868469,0.7205449342727661,0.7826902866363525,0.38304972648620605,0.590016782283783,0.8749533295631409,0.7189074754714966,0.7812859416007996,0.35196995735168457,0.580772340297699,0.8764451146125793,0.7213733196258545,0.7819172143936157,0.3477797210216522,0.5836262702941895,0.8757193684577942,0.7195978760719299,0.7818337082862854,0.3495335280895233,2.207429885864258,0.7729001045227051,0.8739272952079773,0.7547024488449097,0.791275680065155,0.3970682621002197,0.6121305823326111,0.8744155764579773,0.7568421363830566,0.7938370704650879,0.33983752131462097,0.6130256056785583,0.8739809393882751,0.7515370845794678,0.7923076748847961,0.3355255722999573,0.6447975039482117,0.8675364851951599,0.74481600522995,0.7904220223426819,0.35213860869407654,2.3991947174072266
1,0.6343470811843872,0.8773177862167358,0.7253345847129822,0.7832655310630798,0.37822315096855164,0.5716089606285095,0.8775301575660706,0.7250487208366394,0.7826102375984192,0.3453134298324585,0.5708478093147278,0.876905083656311,0.7255088686943054,0.783539354801178,0.3426602780818939,0.5689135193824768,0.8783991932868958,0.72864830493927,0.7851711511611938,0.3421831429004669,2.15824818611145,0.7387451529502869,0.8754652738571167,0.7625551223754883,0.7902302742004395,0.38253504037857056,0.632340133190155,0.8660685420036316,0.7526146769523621,0.7909205555915833,0.3404608964920044,0.5961729884147644,0.8687297701835632,0.7572180032730103,0.7892513871192932,0.32725435495376587,0.5827355980873108,0.8759914040565491,0.7660031914710999,0.7842909097671509,0.3271392583847046,2.315474033355713
2,0.619309663772583,0.8793998956680298,0.7327433228492737,0.7849674820899963,0.3710583746433258,0.5623266100883484,0.878963828086853,0.7312628030776978,0.7859503626823425,0.3399749994277954,0.5586374402046204,0.8794375061988831,0.732123851776123,0.7853026986122131,0.3382568359375,0.5581915378570557,0.8801687955856323,0.7328859567642212,0.7856644988059998,0.33775198459625244,2.116185188293457,0.7306426167488098,0.876961886882782,0.7653471231460571,0.7859894037246704,0.3880867660045624,0.601469874382019,0.8765773773193359,0.757864773273468,0.7846688032150269,0.32526788115501404,0.5801879167556763,0.8745852708816528,0.7641127705574036,0.7872738242149353,0.32556048035621643,0.5937380790710449,0.87041175365448,0.7520889043807983,0.7871358394622803,0.3284247815608978,2.278296709060669
3,0.610133707523346,0.8803924322128296,0.7348847985267639,0.7856826782226562,0.3677346110343933,0.5497894883155823,0.8803665041923523,0.7359281778335571,0.7876790761947632,0.3340374529361725,0.5581952333450317,0.8798292279243469,0.7332913279533386,0.785955548286438,0.3368753492832184,0.5484989285469055,0.8797621130943298,0.7351239323616028,0.787294864654541,0.33314764499664307,2.0876541137695312,0.7230716943740845,0.8752791881561279,0.7654774188995361,0.7925773859024048,0.37362971901893616,0.5712056159973145,0.878841757774353,0.7721644639968872,0.7964844107627869,0.31705573201179504,0.5708343386650085,0.8791604042053223,0.7720620632171631,0.7923573851585388,0.3131365478038788,0.5835847854614258,0.8716210722923279,0.7621046900749207,0.7962490916252136,0.32407069206237793,2.224536657333374
4,0.6118842959403992,0.8809581398963928,0.7361252903938293,0.787000298500061,0.36714813113212585,0.5465774536132812,0.8810161352157593,0.7385824918746948,0.7873176336288452,0.3313707709312439,0.5438529849052429,0.8813740611076355,0.7394374012947083,0.7881000638008118,0.3302746117115021,0.5441080331802368,0.8808627128601074,0.7374191284179688,0.787564218044281,0.3305172622203827,2.0690035820007324,0.6980040669441223,0.882824718952179,0.7749568819999695,0.7927336096763611,0.3653280436992645,0.5576335787773132,0.8806867599487305,0.7732038497924805,0.7997719049453735,0.31048911809921265,0.5727142095565796,0.8775575757026672,0.7668318748474121,0.791510283946991,0.31982675194740295,0.5932715535163879,0.8814265131950378,0.7690088152885437,0.7809537649154663,0.325505793094635,2.2015280723571777
5,0.6025279760360718,0.8806338310241699,0.7377620339393616,0.787590742111206,0.3617376983165741,0.5405237674713135,0.8819448947906494,0.7409037947654724,0.7902937531471252,0.3276194632053375,0.5385121703147888,0.881636381149292,0.740240752696991,0.7891396284103394,0.32824045419692993,0.5398212671279907,0.8815515041351318,0.7399044036865234,0.7882322669029236,0.32772183418273926,2.0461697578430176,0.7106518149375916,0.878427267074585,0.7752786874771118,0.7907599806785583,0.3755511939525604,0.588019073009491,0.8751230835914612,0.7632521986961365,0.7924929261207581,0.32159507274627686,0.5727195739746094,0.8770383596420288,0.7729852795600891,0.7924560904502869,0.3254019618034363,0.6002834439277649,0.874083936214447,0.7660648822784424,0.7911623120307922,0.3284730017185211,2.2475435733795166
6,0.5877994298934937,0.8836031556129456,0.743527889251709,0.7896509170532227,0.35567378997802734,0.5377076864242554,0.8812448978424072,0.7391040921211243,0.7882605195045471,0.32590416073799133,0.5350028872489929,0.8822636008262634,0.7417834401130676,0.7890543341636658,0.3251921832561493,0.5352948904037476,0.8822996020317078,0.7419941425323486,0.7907738089561462,0.32466602325439453,2.02292799949646,0.734853982925415,0.8785477876663208,0.7566933631896973,0.7827581763267517,0.37763693928718567,0.5705099701881409,0.8765671253204346,0.7663138508796692,0.7862976789474487,0.31825679540634155,0.5828210115432739,0.8748461008071899,0.760512113571167,0.7886290550231934,0.3205608129501343,0.579607367515564,0.8765057325363159,0.7655508518218994,0.787674605846405,0.32271406054496765,2.2420661449432373
7,0.5872133374214172,0.8834257125854492,0.744236171245575,0.7903529405593872,0.3544509708881378,0.5360472798347473,0.8835209012031555,0.744953989982605,0.7908452749252319,0.32481175661087036,0.5350070595741272,0.882516622543335,0.7429733872413635,0.7890737652778625,0.3250606954097748,0.5317365527153015,0.8835980892181396,0.7453559637069702,0.7900700569152832,0.3241048753261566,2.0176918506622314,0.692509651184082,0.8796798586845398,0.7740545868873596,0.7925364375114441,0.3577718436717987,0.5666192770004272,0.8783083558082581,0.7733462452888489,0.7911385297775269,0.3145607113838196,0.5841307044029236,0.8773550987243652,0.7674292325973511,0.7864892482757568,0.3221787214279175,0.5961551666259766,0.8742790818214417,0.7614383697509766,0.7858794927597046,0.32475921511650085,2.2153844833374023
